Ticket_ID,Date,Time_HM,Agent,Category,Subcategory,Status,Wait_Time_Sec,Talk_Time_Sec,Hold_Time_Sec,RNA_Accident,CSAT_Score
102480,2026-02-07,00:00,Anna,Sale,Refund: Other Reason/Unknown,Escalated (In progress),39,474,150,No,9
102481,2025-12-08,00:00,Elena,Sale,Mistyped email,Solved,23,346,33,No,8
102482,2026-01-19,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,44,452,138,No,5
102483,2025-12-11,00:00,Igor,Sale,How to purchase?,Waiting for user info,84,456,95,Yes,
102484,2026-02-24,00:00,Elena,Sale,Refund: Other Reason/Unknown,Solved,143,309,45,No,5
102485,2026-01-01,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,51,232,577,No,9
102486,2026-02-13,00:00,Dmitriy,Installation or Uninstallation,How to install?,Waiting for user info,47,203,52,No,
102487,2026-01-26,00:00,Elena,Activating and Licensing,Key blocked,Waiting for user info,176,372,434,No,9
102488,2026-02-06,00:00,Anna,Installation or Uninstallation,Error during installation,Solved,32,285,120,No,8
102489,2025-12-13,00:00,Maria,Sale,Refund: Other Reason/Unknown,Solved,45,328,0,No,7
102490,2026-01-17,00:00,Sveta,Activating and Licensing,Key blocked,Solved,132,424,577,No,
102491,2026-02-04,00:00,Sveta,Sale,How to purchase?,Solved,25,250,0,No,
102492,2025-12-01,00:00,Elena,Sale,Refund: Other Reason/Unknown,Solved,22,384,0,No,
102493,2025-12-03,00:00,Sveta,General / Other,Non support (Prank/Drop),Solved,94,401,0,No,7
102494,2025-12-23,00:00,Anna,Sale,Mistyped email,Waiting for user info,29,361,0,No,7
102495,2026-01-28,00:00,Maria,Activating and Licensing,Key blocked,Solved,145,456,567,No,1
102496,2026-01-08,00:00,Alex,Activating and Licensing,Key blocked,Solved,27,451,414,No,2
102497,2026-01-14,00:00,Maria,Sale,Refund: Other Reason/Unknown,Solved,237,258,72,No,
102498,2026-01-09,00:00,Sveta,Sale,How to purchase?,Waiting for user info,15,358,0,No,8
102499,2026-02-09,00:00,Anna,Activating and Licensing,Activating by assigning license,Solved,276,284,147,No,7
102500,2026-02-06,00:00,Anna,Sale,Mistyped email,Solved,11,259,127,No,6
102501,2026-02-06,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,56,428,261,No,4
102502,2026-01-29,00:00,Elena,Sale,Mistyped email,Waiting for user info,168,305,0,No,7
102503,2025-12-15,00:00,Alex,Sale,Mistyped email,Solved,36,498,0,No,5
102504,2026-01-26,00:00,Elena,Sale,Refund: Other Reason/Unknown,Waiting for user info,29,436,0,No,5
102505,2025-12-30,00:00,Dmitriy,Sale,Refund: Other Reason/Unknown,Escalated (In progress),123,213,34,No,8
102506,2026-02-05,00:00,Dmitriy,Installation or Uninstallation,Error during installation,Solved,42,188,122,No,6
102507,2026-01-28,00:00,Sveta,Sale,Mistyped email,Solved,22,322,0,No,6
102508,2025-12-24,00:00,Dmitriy,Activating and Licensing,Key blocked,Waiting for user info,18,288,72,No,
102509,2025-12-11,00:00,Maria,Sale,How to purchase?,Solved,159,233,0,No,9
102510,2026-01-01,00:00,Dmitriy,Installation or Uninstallation,How to install?,Waiting for user info,21,281,80,No,
102511,2026-01-22,00:00,Anna,Activating and Licensing,Activating by assigning license,Solved,101,383,414,No,3
102512,2026-01-29,00:00,Sveta,Sale,Refund: Other Reason/Unknown,Waiting for user info,37,323,0,No,9
102513,2026-02-21,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,246,523,74,No,5
102514,2025-12-10,00:00,Anna,Sale,Mistyped email,Solved,37,276,146,No,8
102515,2026-02-06,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,14,344,573,No,
102516,2026-02-02,00:00,Sveta,Installation or Uninstallation,Error during installation,Solved,83,384,40,No,
102517,2026-01-27,00:00,Sveta,General / Other,Not category,Solved,25,330,0,No,6
102518,2026-02-23,00:00,Dmitriy,Sale,Refund: Other Reason/Unknown,Solved,223,160,0,No,7
102519,2026-02-20,00:00,Dmitriy,Sale,Mistyped email,Solved,117,300,0,No,9
102520,2025-12-25,00:00,Maria,Sale,Mistyped email,Solved,22,445,98,No,5
102521,2026-02-17,00:00,Sveta,Sale,Mistyped email,Solved,39,394,0,No,
102522,2026-01-19,00:00,Igor,Activating and Licensing,Key blocked,Escalated (In progress),12,411,132,No,2
102523,2026-01-12,00:00,Sveta,Activating and Licensing,Key blocked,Solved,195,293,103,No,2
102524,2026-01-22,00:00,Anna,Sale,Mistyped email,Solved,15,329,137,No,9
102525,2025-12-02,00:00,Alex,Sale,How to purchase?,Waiting for user info,147,483,0,No,
102526,2025-12-02,00:00,Dmitriy,Installation or Uninstallation,Error during installation,Solved,17,407,410,No,6
102527,2026-02-09,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,225,317,77,No,
102528,2025-12-12,00:00,Sveta,Sale,Refund: Other Reason/Unknown,Solved,137,359,127,No,
102529,2025-12-16,00:00,Elena,Sale,Mistyped email,Escalated (In progress),202,293,142,No,9
102530,2026-02-13,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,58,473,128,No,6
102531,2026-02-23,00:00,Anna,Activating and Licensing,Key blocked,Waiting for user info,36,312,147,No,
102532,2026-01-23,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,36,422,43,No,5
102533,2026-01-27,00:00,Sveta,Installation or Uninstallation,How to install?,Solved,113,298,567,No,
102534,2026-02-02,00:00,Alex,Sale,Refund: Other Reason/Unknown,Waiting for user info,158,508,0,No,
102535,2025-12-15,00:00,Maria,Sale,Refund: Other Reason/Unknown,Waiting for user info,34,360,0,No,7
102536,2026-01-08,00:00,Elena,Installation or Uninstallation,How to install?,Escalated (In progress),25,236,104,No,
102537,2026-01-14,00:00,Elena,Installation or Uninstallation,How to install?,Escalated (In progress),105,329,573,Yes,9
102538,2026-02-18,00:00,Elena,Activating and Licensing,Activating by assigning license,Solved,59,379,264,No,9
102539,2025-12-19,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,52,342,93,No,2
102540,2026-01-30,00:00,Elena,Sale,How to purchase?,Solved,231,361,0,No,
102541,2026-02-08,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,191,325,136,No,9
102542,2026-02-17,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,246,308,112,No,8
102543,2025-12-30,00:00,Sveta,Installation or Uninstallation,How to install?,Solved,34,412,81,No,9
102544,2026-01-01,00:00,Alex,Sale,How to purchase?,Solved,16,547,0,No,9
102545,2026-01-16,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,31,585,110,No,1
102546,2025-12-02,00:00,Maria,Activating and Licensing,Key blocked,Solved,53,395,428,No,
102547,2025-12-22,00:00,Igor,Sale,How to purchase?,Escalated (In progress),18,538,417,No,5
102548,2026-02-10,00:00,Sveta,Activating and Licensing,Key blocked,Waiting for user info,38,308,121,No,
102549,2026-02-16,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,22,332,264,No,6
102550,2025-12-02,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,22,562,261,No,
102551,2026-01-05,00:00,Dmitriy,Installation or Uninstallation,How to install?,Waiting for user info,16,308,94,No,
102552,2025-12-22,00:00,Igor,Installation or Uninstallation,How to install?,Waiting for user info,180,524,50,No,8
102553,2026-01-21,00:00,Dmitriy,Activating and Licensing,Key blocked,Solved,249,288,109,No,9
102554,2025-12-26,00:00,Anna,Activating and Licensing,Activating by assigning license,Waiting for user info,106,243,37,No,
102555,2025-12-23,00:00,Igor,Sale,Mistyped email,Solved,147,453,126,No,1
102556,2025-12-30,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,257,446,137,No,
102557,2025-12-02,00:00,Igor,Sale,Refund: Other Reason/Unknown,Solved,82,497,142,Yes,4
102558,2026-01-05,00:00,Dmitriy,Sale,Mistyped email,Solved,24,197,0,No,
102559,2026-02-11,00:00,Elena,Sale,How to purchase?,Solved,80,318,0,No,
102560,2026-02-15,00:00,Igor,Installation or Uninstallation,How to install?,Solved,117,506,118,No,
102561,2026-01-20,00:00,Maria,Installation or Uninstallation,How to install?,Solved,16,331,93,No,
102562,2025-12-02,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,9,251,89,No,6
102563,2025-12-02,00:00,Elena,Installation or Uninstallation,Error during installation,Solved,17,335,42,No,5
102564,2026-01-10,00:00,Sveta,Installation or Uninstallation,How to install?,Solved,161,403,52,No,8
102565,2026-01-27,00:00,Elena,Installation or Uninstallation,Error during installation,Waiting for user info,11,353,132,No,8
102566,2025-12-23,00:00,Dmitriy,Sale,Refund: Other Reason/Unknown,Solved,178,316,54,No,
102567,2025-12-07,00:00,Alex,Activating and Licensing,Activating by assigning license,Waiting for user info,107,527,111,Yes,5
102568,2025-12-13,00:00,Elena,Installation or Uninstallation,Error during installation,Solved,31,260,262,No,
102569,2026-01-29,00:00,Elena,Sale,How to purchase?,Solved,20,325,0,No,6
102570,2026-02-09,00:00,Alex,Installation or Uninstallation,Error during installation,Solved,79,447,49,No,
102571,2025-12-16,00:00,Elena,Activating and Licensing,Key blocked,Solved,7,307,413,No,2
102572,2026-01-14,00:00,Elena,Sale,Mistyped email,Solved,33,297,0,No,
102573,2025-12-09,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,12,234,112,No,9
102574,2026-01-22,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,43,289,575,No,9
102575,2026-02-01,00:00,Dmitriy,General / Other,Non support (Prank/Drop),Solved,36,306,0,No,7
102576,2026-02-04,00:00,Elena,Installation or Uninstallation,How to install?,Solved,21,393,588,No,
102577,2025-12-04,00:00,Elena,Sale,Refund: Other Reason/Unknown,Solved,11,288,0,No,7
102578,2026-02-07,00:00,Maria,Installation or Uninstallation,How to install?,Escalated (In progress),74,329,110,No,7
102579,2025-12-09,00:00,Alex,Sale,Refund: Other Reason/Unknown,Waiting for user info,18,488,0,No,4
102580,2026-02-12,00:00,Alex,Sale,How to purchase?,Solved,20,552,0,No,3
102581,2026-01-06,00:00,Elena,General / Other,Not category,Escalated (In progress),11,364,135,No,
102582,2026-02-13,00:00,Alex,Activating and Licensing,Activating by assigning license,Waiting for user info,95,537,566,No,2
102583,2025-12-04,00:00,Dmitriy,Activating and Licensing,Key blocked,Solved,24,329,33,No,8
102584,2025-12-30,00:00,Anna,Activating and Licensing,Activating by assigning license,Escalated (In progress),134,336,421,No,
102585,2026-02-23,00:00,Maria,Activating and Licensing,Key blocked,Solved,145,348,83,No,2
102586,2026-01-01,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,211,255,275,No,7
102587,2025-12-11,00:00,Alex,Installation or Uninstallation,How to install?,Waiting for user info,18,594,101,No,5
102588,2025-12-15,00:00,Maria,Activating and Licensing,Activating by assigning license,Escalated (In progress),44,313,110,No,
102589,2025-12-03,00:00,Sveta,Activating and Licensing,Activating by assigning license,Escalated (In progress),19,351,580,No,1
102590,2026-02-11,00:00,Sveta,Activating and Licensing,Activating by assigning license,Waiting for user info,18,369,42,No,9
102591,2025-12-16,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,27,555,265,No,
102592,2026-01-02,00:00,Maria,Installation or Uninstallation,Error during installation,Waiting for user info,19,299,49,No,
102593,2025-12-17,00:00,Igor,Sale,How to purchase?,Solved,24,506,0,No,2
102594,2025-12-19,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,32,280,414,No,5
102595,2026-01-26,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,118,295,41,No,8
102596,2025-12-17,00:00,Alex,Installation or Uninstallation,Error during installation,Solved,52,464,105,No,
102597,2026-01-12,00:00,Maria,Installation or Uninstallation,Error during installation,Waiting for user info,173,355,564,No,9
102598,2025-12-25,00:00,Alex,Installation or Uninstallation,How to install?,Solved,29,436,274,No,6
102599,2026-02-15,00:00,Sveta,Activating and Licensing,Key blocked,Solved,119,386,581,No,3
102600,2026-01-02,00:00,Igor,Activating and Licensing,Key blocked,Solved,23,436,37,No,
102601,2025-12-18,00:00,Maria,Sale,Refund: Other Reason/Unknown,Solved,27,274,0,No,9
102602,2025-12-02,00:00,Igor,Sale,Mistyped email,Solved,21,535,0,No,3
102603,2025-12-19,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,27,391,98,No,7
102604,2026-02-09,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,144,490,268,No,1
102605,2025-12-19,00:00,Anna,Sale,How to purchase?,Solved,45,434,0,No,9
102606,2026-01-13,00:00,Elena,General / Other,Not category,Waiting for user info,230,278,0,No,8
102607,2025-12-26,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,39,296,104,No,8
102608,2025-12-02,00:00,Dmitriy,Sale,Mistyped email,Solved,15,170,0,No,
102609,2025-12-15,00:00,Alex,Activating and Licensing,Key blocked,Waiting for user info,24,564,36,No,2
102610,2025-12-15,00:00,Anna,Activating and Licensing,Activating by assigning license,Solved,23,305,140,No,7
102611,2026-01-09,00:00,Sveta,Activating and Licensing,Key blocked,Solved,156,365,55,No,8
102612,2026-02-03,00:00,Maria,Activating and Licensing,Key blocked,Waiting for user info,13,383,58,No,
102613,2026-01-01,00:00,Alex,Installation or Uninstallation,How to install?,Solved,41,486,133,No,
102614,2026-01-21,00:00,Alex,Sale,Refund: Other Reason/Unknown,Solved,26,450,0,No,
102615,2025-12-03,00:00,Elena,Activating and Licensing,Key blocked,Solved,25,339,265,No,
102616,2026-02-11,00:00,Dmitriy,Installation or Uninstallation,Error during installation,Solved,217,220,107,No,
102617,2025-12-04,00:00,Anna,Installation or Uninstallation,Error during installation,Solved,33,329,131,No,5
102618,2025-12-11,00:00,Elena,Installation or Uninstallation,How to install?,Solved,27,298,86,No,
102619,2026-01-07,00:00,Sveta,Installation or Uninstallation,How to install?,Solved,26,369,426,No,7
102620,2026-02-20,00:00,Igor,General / Other,Not category,Waiting for user info,58,487,0,No,1
102621,2026-02-09,00:00,Igor,General / Other,Not category,Solved,8,463,0,No,1
102622,2025-12-24,00:00,Sveta,Sale,Mistyped email,Solved,27,265,0,No,
102623,2026-01-27,00:00,Maria,Installation or Uninstallation,How to install?,Solved,104,323,421,No,8
102624,2025-12-26,00:00,Anna,Sale,How to purchase?,Waiting for user info,47,237,84,No,8
102625,2026-02-19,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,39,572,585,No,1
102626,2026-01-23,00:00,Sveta,Installation or Uninstallation,How to install?,Solved,20,446,146,No,7
102627,2026-01-06,00:00,Elena,Activating and Licensing,Key blocked,Solved,52,241,107,No,4
102628,2026-02-20,00:00,Anna,Sale,Mistyped email,Waiting for user info,10,399,0,No,3
102629,2025-12-03,00:00,Elena,Installation or Uninstallation,How to install?,Waiting for user info,8,290,93,No,2
102630,2026-02-17,00:00,Igor,Sale,Mistyped email,Solved,48,511,0,No,
102631,2026-01-31,00:00,Maria,Activating and Licensing,Key blocked,Escalated (In progress),179,325,114,No,3
102632,2026-02-03,00:00,Igor,Activating and Licensing,Key blocked,Waiting for user info,160,453,419,No,
102633,2025-12-22,00:00,Elena,Sale,Mistyped email,Solved,31,175,0,No,6
102634,2026-02-09,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,217,271,116,No,8
102635,2025-12-16,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,23,592,47,No,7
102636,2025-12-25,00:00,Igor,Installation or Uninstallation,How to install?,Solved,30,442,271,No,
102637,2026-01-29,00:00,Anna,Activating and Licensing,Activating by assigning license,Waiting for user info,251,430,414,No,7
102638,2026-02-10,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,62,438,263,No,
102639,2026-01-15,00:00,Dmitriy,Activating and Licensing,Key blocked,Solved,246,243,148,No,8
102640,2026-02-10,00:00,Elena,Installation or Uninstallation,How to install?,Waiting for user info,26,332,77,No,2
102641,2025-12-09,00:00,Igor,Activating and Licensing,Key blocked,Solved,24,440,570,No,4
102642,2026-01-22,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,40,380,87,No,1
102643,2025-12-30,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,36,399,434,No,5
102644,2026-01-26,00:00,Igor,Installation or Uninstallation,How to install?,Solved,199,485,425,No,
102645,2026-01-30,00:00,Alex,General / Other,Not category,Solved,90,501,0,Yes,9
102646,2026-01-07,00:00,Alex,Installation or Uninstallation,Error during installation,Solved,35,492,428,No,
102647,2026-02-03,00:00,Sveta,Activating and Licensing,Key blocked,Solved,14,362,575,No,
102648,2025-12-19,00:00,Elena,Sale,Mistyped email,Escalated (In progress),204,357,129,No,7
102649,2026-01-09,00:00,Dmitriy,Activating and Licensing,Key blocked,Solved,26,288,77,No,9
102650,2025-12-23,00:00,Anna,Sale,Refund: Other Reason/Unknown,Escalated (In progress),22,277,79,No,
102651,2026-02-13,00:00,Elena,Sale,How to purchase?,Escalated (In progress),28,396,274,No,4
102652,2025-12-12,00:00,Sveta,Installation or Uninstallation,Error during installation,Solved,43,380,580,No,3
102653,2025-12-28,00:00,Anna,Installation or Uninstallation,Error during installation,Solved,57,351,587,No,9
102654,2026-01-09,00:00,Igor,Installation or Uninstallation,How to install?,Solved,97,540,58,Yes,1
102655,2025-12-18,00:00,Dmitriy,Installation or Uninstallation,Error during installation,Solved,70,307,567,No,9
102656,2026-02-19,00:00,Anna,Installation or Uninstallation,How to install?,Solved,31,348,79,No,
102657,2025-12-09,00:00,Alex,Sale,Mistyped email,Waiting for user info,15,486,0,No,
102658,2026-02-11,00:00,Anna,Sale,Mistyped email,Waiting for user info,204,350,0,No,8
102659,2025-12-29,00:00,Anna,Activating and Licensing,Key blocked,Waiting for user info,74,319,124,Yes,9
102660,2026-01-20,00:00,Sveta,Sale,Mistyped email,Solved,8,318,0,No,7
102661,2026-01-30,00:00,Elena,General / Other,Non support (Prank/Drop),Solved,42,350,65,No,8
102662,2025-12-04,00:00,Alex,Installation or Uninstallation,How to install?,Solved,111,560,76,No,
102663,2025-12-05,00:00,Sveta,Installation or Uninstallation,How to install?,Solved,27,274,285,No,8
102664,2026-01-20,00:00,Igor,Activating and Licensing,Activating by assigning license,Waiting for user info,115,516,58,No,
102665,2026-02-18,00:00,Maria,Installation or Uninstallation,How to install?,Escalated (In progress),15,404,274,No,6
102666,2026-02-09,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,36,242,37,No,8
102667,2026-01-10,00:00,Dmitriy,Activating and Licensing,Key blocked,Solved,16,251,60,No,
102668,2026-02-23,00:00,Sveta,Sale,Mistyped email,Solved,138,360,0,No,9
102669,2025-12-26,00:00,Igor,General / Other,Non support (Prank/Drop),Waiting for user info,183,440,0,No,8
102670,2026-01-23,00:00,Alex,Activating and Licensing,Activating by assigning license,Waiting for user info,45,475,36,No,
102671,2026-01-10,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,25,478,429,No,
102672,2026-02-17,00:00,Dmitriy,Installation or Uninstallation,How to install?,Solved,91,227,76,Yes,
102673,2025-12-11,00:00,Anna,Activating and Licensing,Key blocked,Solved,236,343,35,No,
102674,2025-12-30,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,14,595,147,No,5
102675,2026-01-02,00:00,Maria,Activating and Licensing,Key blocked,Waiting for user info,222,278,117,No,6
102676,2026-02-09,00:00,Elena,Activating and Licensing,Activating by assigning license,Solved,135,474,436,No,
102677,2025-12-10,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,16,338,412,No,8
102678,2025-12-15,00:00,Dmitriy,Sale,How to purchase?,Waiting for user info,21,285,92,No,8
102679,2026-01-20,00:00,Igor,Activating and Licensing,Key blocked,Solved,32,442,133,No,2
102680,2025-12-10,00:00,Elena,Activating and Licensing,Activating by assigning license,Waiting for user info,24,289,112,No,
102681,2026-01-20,00:00,Maria,Sale,How to purchase?,Solved,73,338,61,No,8
102682,2025-12-15,00:00,Sveta,General / Other,Not category,Solved,46,281,52,No,
102683,2026-01-12,00:00,Elena,Activating and Licensing,Key blocked,Solved,10,282,129,No,9
102684,2026-01-12,00:00,Elena,Sale,How to purchase?,Waiting for user info,13,327,0,No,7
102685,2026-01-26,00:00,Anna,Installation or Uninstallation,How to install?,Solved,19,335,563,No,7
102686,2026-02-17,00:00,Alex,Installation or Uninstallation,How to install?,Solved,246,604,46,No,6
102687,2025-12-22,00:00,Dmitriy,Installation or Uninstallation,Error during installation,Solved,97,277,82,No,
102688,2025-12-02,00:00,Elena,Installation or Uninstallation,How to install?,Escalated (In progress),33,334,276,No,9
102689,2026-01-09,00:00,Maria,Activating and Licensing,Activating by assigning license,Waiting for user info,7,295,30,No,
102690,2026-01-14,00:00,Maria,Activating and Licensing,Key blocked,Solved,34,327,588,No,2
102691,2026-02-12,00:00,Alex,Activating and Licensing,Key blocked,Solved,30,409,31,No,
102692,2026-02-03,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,29,473,88,No,6
102693,2025-12-23,00:00,Anna,Sale,Refund: Other Reason/Unknown,Waiting for user info,11,328,33,No,
102694,2025-12-30,00:00,Sveta,Sale,Mistyped email,Waiting for user info,125,299,111,No,
102695,2026-01-07,00:00,Sveta,Installation or Uninstallation,How to install?,Solved,15,348,414,No,8
102696,2026-01-30,00:00,Elena,General / Other,Not category,Solved,23,377,67,No,4
102697,2026-01-22,00:00,Alex,Installation or Uninstallation,How to install?,Solved,40,446,110,No,1
102698,2026-01-28,00:00,Elena,Installation or Uninstallation,How to install?,Solved,19,355,45,No,3
102699,2026-01-02,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,61,302,263,No,2
102700,2026-01-21,00:00,Anna,Activating and Licensing,Key blocked,Escalated (In progress),15,433,425,No,3
102701,2026-02-02,00:00,Dmitriy,Sale,How to purchase?,Solved,17,186,0,No,9
102702,2026-01-14,00:00,Anna,Sale,Refund: Other Reason/Unknown,Waiting for user info,31,449,56,No,9
102703,2026-02-24,00:00,Alex,General / Other,Non support (Prank/Drop),Escalated (In progress),35,535,73,No,9
102704,2025-12-23,00:00,Maria,Sale,Refund: Other Reason/Unknown,Solved,18,370,0,No,8
102705,2025-12-26,00:00,Maria,Activating and Licensing,Key blocked,Solved,34,339,68,No,
102706,2026-01-24,00:00,Elena,Installation or Uninstallation,How to install?,Solved,159,377,150,No,9
102707,2026-01-06,00:00,Sveta,General / Other,Non support (Prank/Drop),Solved,11,307,0,No,
102708,2026-01-02,00:00,Dmitriy,Installation or Uninstallation,Error during installation,Solved,199,211,269,No,
102709,2026-01-01,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,18,268,115,No,
102710,2025-12-29,00:00,Anna,Activating and Licensing,Key blocked,Waiting for user info,34,408,440,No,9
102711,2025-12-04,00:00,Sveta,Activating and Licensing,Key blocked,Solved,14,374,424,No,7
102712,2025-12-22,00:00,Maria,Installation or Uninstallation,How to install?,Solved,164,299,36,No,8
102713,2026-01-18,00:00,Igor,Installation or Uninstallation,How to install?,Waiting for user info,32,595,139,No,7
102714,2025-12-29,00:00,Dmitriy,Sale,How to purchase?,Solved,30,259,0,No,
102715,2026-02-19,00:00,Maria,Installation or Uninstallation,How to install?,Solved,215,397,121,No,5
102716,2026-02-09,00:00,Anna,Sale,How to purchase?,Solved,100,292,94,No,7
102717,2025-12-30,00:00,Elena,Activating and Licensing,Key blocked,Solved,175,337,32,No,
102718,2026-01-27,00:00,Igor,Activating and Licensing,Key blocked,Solved,232,529,75,No,6
102719,2026-01-15,00:00,Elena,Activating and Licensing,Activating by assigning license,Solved,219,304,139,No,6
102720,2025-12-04,00:00,Anna,Sale,How to purchase?,Waiting for user info,38,332,0,No,9
102721,2025-12-18,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,101,455,419,Yes,5
102722,2026-01-22,00:00,Anna,Activating and Licensing,Key blocked,Solved,33,317,92,No,7
102723,2026-01-09,00:00,Sveta,Sale,Mistyped email,Solved,36,325,0,No,3
102724,2026-02-11,00:00,Dmitriy,Sale,Refund: Other Reason/Unknown,Solved,30,221,0,No,7
102725,2026-02-02,00:00,Anna,Installation or Uninstallation,Error during installation,Solved,11,333,150,No,8
102726,2025-12-30,00:00,Maria,Activating and Licensing,Key blocked,Solved,27,359,117,No,7
102727,2026-02-02,00:00,Alex,Activating and Licensing,Key blocked,Escalated (In progress),48,447,584,No,
102728,2025-12-30,00:00,Maria,Activating and Licensing,Activating by assigning license,Escalated (In progress),30,285,89,No,4
102729,2026-02-10,00:00,Alex,Installation or Uninstallation,Error during installation,Solved,218,461,138,No,4
102730,2026-01-29,00:00,Igor,Sale,Refund: Other Reason/Unknown,Solved,47,333,76,No,1
102731,2026-01-21,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,43,574,128,No,
102732,2025-12-30,00:00,Anna,General / Other,Not category,Waiting for user info,110,360,0,No,7
102733,2026-01-14,00:00,Elena,Activating and Licensing,Activating by assigning license,Solved,52,332,36,No,9
102734,2025-12-03,00:00,Igor,Sale,Refund: Other Reason/Unknown,Waiting for user info,189,526,0,No,7
102735,2025-12-23,00:00,Alex,Sale,Refund: Other Reason/Unknown,Waiting for user info,13,463,0,No,5
102736,2026-02-02,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,12,498,417,No,7
102737,2026-01-15,00:00,Anna,Activating and Licensing,Activating by assigning license,Solved,37,352,125,No,9
102738,2026-02-02,00:00,Igor,Activating and Licensing,Key blocked,Solved,29,564,590,No,
102739,2025-12-19,00:00,Elena,Activating and Licensing,Key blocked,Solved,126,281,586,No,7
102740,2026-02-09,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,183,262,271,No,7
102741,2026-02-12,00:00,Anna,Activating and Licensing,Key blocked,Escalated (In progress),173,325,267,No,9
102742,2026-01-28,00:00,Igor,Activating and Licensing,Key blocked,Solved,98,417,266,No,
102743,2026-02-14,00:00,Anna,Activating and Licensing,Key blocked,Solved,54,333,49,No,6
102744,2026-02-02,00:00,Dmitriy,General / Other,Non support (Prank/Drop),Solved,43,169,45,No,6
102745,2026-02-16,00:00,Anna,Sale,Refund: Other Reason/Unknown,Solved,13,309,0,No,3
102746,2026-02-16,00:00,Dmitriy,Sale,Mistyped email,Waiting for user info,20,247,0,No,8
102747,2026-02-24,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,191,370,58,No,8
102748,2026-02-02,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,146,493,43,No,6
102749,2026-01-22,00:00,Anna,General / Other,Not category,Escalated (In progress),13,341,112,No,7
102750,2026-02-11,00:00,Sveta,Sale,Refund: Other Reason/Unknown,Solved,9,369,0,No,2
102751,2025-12-29,00:00,Igor,Activating and Licensing,Activating by assigning license,Waiting for user info,9,489,97,No,3
102752,2026-02-10,00:00,Anna,Activating and Licensing,Key blocked,Solved,49,429,122,No,8
102753,2026-02-24,00:00,Igor,Activating and Licensing,Key blocked,Solved,78,509,271,No,6
102754,2026-01-19,00:00,Sveta,Activating and Licensing,Key blocked,Solved,120,376,284,No,5
102755,2025-12-23,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,8,322,50,No,
102756,2026-01-10,00:00,Alex,Sale,Mistyped email,Escalated (In progress),37,463,141,No,7
102757,2026-01-31,00:00,Alex,Sale,Mistyped email,Escalated (In progress),19,520,98,No,4
102758,2026-01-16,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,129,419,268,No,
102759,2026-02-18,00:00,Elena,Installation or Uninstallation,How to install?,Escalated (In progress),29,450,273,No,9
102760,2026-01-26,00:00,Dmitriy,Activating and Licensing,Key blocked,Escalated (In progress),146,267,46,No,9
102761,2026-01-20,00:00,Dmitriy,Activating and Licensing,Key blocked,Escalated (In progress),168,280,137,No,6
102762,2026-02-11,00:00,Sveta,Activating and Licensing,Key blocked,Solved,20,379,277,No,3
